#Date,Account,Amount
2019.06.27,1. Family Checking,-60.02
-,Expenditures:Groceries,-60.02
2019.09.24,1. Family Checking,-6.19
-,Expenditures:Dining,-6.19
2019.08.24,1. Family Checking,-500
2019.12.21,1. Family Checking,-10
-,Education:Books,-10
2019.12.08,1. Family Checking,-25.36
-,Expenditures:Pet Care,-25.36
2019.05.06,1. Family Checking,-112.61
-,Bills:Water/Sewer,-112.61
2019.09.08,1. Family Checking,-21.04
-,Expenditures:General Merchandise,-21.04
2019.03.06,1. Family Checking,-75
-,Education:Fees,-75
2019.04.01,1. Family Checking,-160
-,Bills: HOA,-160
2019.10.05,1. Family Checking,27.59
-,Income:Returns,27.59
2019.08.01,1. Family Checking,-100
2019.07.07,1. Family Checking,-19.62
-,Expenditures:Dining,-19.62
2019.08.10,1. Family Checking,-24.87
-,Expenditures:General Merchandise,-24.87
2019.09.03,1. Family Checking,-211.46
-,Bills:Electric,-211.46
2019.04.25,1. Family Checking,-20.94
-,Expenditures:Groceries,-20.94
2019.01.23,1. Family Checking,9.5
-,Income:Other Income,9.5
2019.06.10,1. Family Checking,-86.48
-,Expenditures:Entertainment,-86.48
2019.03.11,1. Family Checking,-37.86
-,Expenditures:General Merchandise,-37.86
2019.03.15,1. Family Checking,-3.13
-,Work:Non-Reimbursed Expense,-3.13
2019.08.21,1. Family Checking,-14.59
-,Expenditures:General Merchandise,-14.59
2019.02.11,1. Family Checking,-21
-,Automotive:Fuel: Bethaney,-21
2019.10.21,1. Family Checking,-15.99
-,Expenditures:General Merchandise,-15.99
2019.09.05,1. Family Checking,-20
2019.05.04,1. Family Checking,-34.93
-,Expenditures:Dining,-34.93
2019.01.14,1. Family Checking,-18.48
-,Automotive:Fuel: Nick,-18.48
2019.11.17,1. Family Checking,-17.68
-,Automotive:Fuel: Nick,-17.68
2019.10.20,1. Family Checking,-242.36
-,Expenditures:Groceries,-242.36
2019.07.05,1. Family Checking,-27.25
-,Expenditures:Entertainment,-27.25
2019.07.22,1. Family Checking,-18
-,Automotive:Fuel: Bethaney,-18
2019.07.07,1. Family Checking,-115.31
-,Expenditures:Groceries,-115.31
2019.03.13,1. Family Checking,-5.6
-,Work:Non-Reimbursed Expense,-5.6
2019.08.02,1. Family Checking,-44.64
-,Expenditures:Home Improvement,-44.64
2019.09.02,1. Family Checking,-38.44
-,Expenditures:General Merchandise,-38.44
2019.02.28,1. Family Checking,-31.26
-,Expenditures:General Merchandise,-31.26
2019.10.12,1. Family Checking,-7.65
-,Expenditures:Dining,-7.65
2019.08.28,1. Family Checking,-4.06
-,Expenditures:Dining,-4.06
2019.08.27,1. Family Checking,-31.51
-,Expenditures:Pet Care,-31.51
2019.01.28,1. Family Checking,-400
2019.11.09,1. Family Checking,-47.91
-,Expenditures:Groceries,-47.91
2019.12.11,1. Family Checking,-20.19
2019.10.24,1. Family Checking,-15.28
-,Expenditures:General Merchandise,-15.28
2019.05.01,1. Family Checking,-6.3
-,Expenditures:General Merchandise,-6.3
2019.03.07,1. Family Checking,3353.41
-,Income:Paycheck,3353.41
2019.05.01,1. Family Checking,-20.18
-,Automotive:Fuel: Nick,-20.18
2019.02.09,1. Family Checking,-20
-,Education:Lunch Money,-20
2019.10.16,1. Family Checking,-5
2019.02.14,1. Family Checking,-7.97
-,Automotive:Service: Bethaney,-7.97
2019.12.12,1. Family Checking,-53.37
-,Expenditures:General Merchandise,-53.37
2019.09.29,1. Family Checking,-16.32
-,Automotive:Fuel: Bethaney,-16.32
2019.11.25,1. Family Checking,-5
-,Expenditures:ATM Withdrawal,-5
2019.08.04,1. Family Checking,-3.2
-,Expenditures:Home Improvement,-3.2
2019.06.27,1. Family Checking,-29.91
-,Expenditures:General Merchandise,-29.91
2019.08.13,1. Family Checking,-2.3
-,Expenditures:Dining,-2.3
2019.01.11,1. Family Checking,-8.99
2019.02.19,1. Family Checking,-20
-,Education:Books,-20
2019.07.09,1. Family Checking,-17.19
-,Automotive:Fuel: Nick,-17.19
2019.11.02,1. Family Checking,-47.07
-,Expenditures:General Merchandise,-47.07
2019.11.01,1. Family Checking,-11.57
-,Expenditures:General Merchandise,-11.57
2019.06.24,1. Family Checking,-14.48
-,Expenditures:Groceries,-14.48
2019.07.06,1. Family Checking,-115
2019.12.27,1. Family Checking,-39.3
-,Expenditures:Pet Care,-39.3
2019.11.09,1. Family Checking,-25.01
-,Expenditures:General Merchandise,-25.01
2019.02.18,1. Family Checking,-849.55
-,1. USAA Visa Credit Card,-849.55
2019.01.09,1. Family Checking,-6.1
-,Expenditures:Dining,-6.1
2019.03.11,1. Family Checking,-0.61
-,Expenditures:Other,-0.61
2019.09.30,1. Family Checking,-40.96
-,Expenditures:Dining,-40.96
2019.04.04,1. Family Checking,-3.49
-,Expenditures:Dining,-3.49
2019.03.05,1. Family Checking,-131.54
-,Bills:Water/Sewer,-131.54
2019.11.01,1. Family Checking,-42.84
-,Expenditures:General Merchandise,-42.84
2019.12.08,1. Family Checking,-62.02
-,Expenditures:General Merchandise,-62.02
2019.05.16,1. Family Checking,-1.8
-,Expenditures:Dining,-1.8
2019.01.29,1. Family Checking,-11.78
-,Automotive:Fuel: Nick,-11.78
2019.03.30,1. Family Checking,-20
2019.12.24,1. Family Checking,-25.03
-,Automotive:Fuel: Nick,-25.03
2019.10.28,1. Family Checking,-100
2019.07.18,1. Family Checking,-10.56
-,Expenditures:Home Improvement,-10.56
2019.04.10,1. Family Checking,-3.94
-,Expenditures:General Merchandise,-3.94
2019.09.04,1. Family Checking,-96.34
-,Expenditures:Groceries,-96.34
2019.02.01,1. Family Checking,-25
2019.07.23,1. Family Checking,-54.4
-,Expenditures:Groceries,-54.4
2019.07.18,1. Family Checking,-96.32
-,Expenditures:Groceries,-96.32
2019.09.22,1. Family Checking,-39.75
-,Expenditures:Dining,-39.75
2019.10.02,1. Family Checking,-10
-,Expenditures:ATM Withdrawal,-10
2019.11.05,1. Family Checking,-16.8
-,Automotive:Fuel: Bethaney,-16.8
2019.01.14,1. Family Checking,-82.72
-,Expenditures:Groceries,-82.72
2019.05.15,1. Family Checking,-12.99
2019.04.17,1. Family Checking,-11.29
-,Expenditures:General Merchandise,-11.29
2019.04.17,1. Family Checking,-10.99
2019.10.30,1. Family Checking,11.6
-,Income:Paycheck,11.6
2019.05.08,1. Family Checking,-3.13
-,Expenditures:Dining,-3.13
2019.08.09,1. Family Checking,-27.76
-,Education:Books,-27.76
2019.12.30,1. Family Checking,-141.63
-,Expenditures:Groceries,-141.63
2019.06.11,1. Family Checking,-1
-,Expenditures:General Merchandise,-1
2019.12.03,1. Family Checking,-6.67
-,Expenditures:Dining,-6.67
2019.07.19,1. Family Checking,-14.99
-,Expenditures:Entertainment,-14.99
2019.06.12,1. Family Checking,-4.06
-,Expenditures:General Merchandise,-4.06
2019.06.22,1. Family Checking,-23.32
-,Expenditures:General Merchandise,-23.32
2019.09.10,1. Family Checking,-60
-,Expenditures:ATM Withdrawal,-60
2019.05.22,1. Family Checking,3.5
-,Income:Interest Received,3.5
2019.08.08,1. Family Checking,-25.77
-,Automotive:Fuel: Bethaney,-25.77
2019.03.01,1. Family Checking,-200
2019.12.26,1. Family Checking,-1000
-,1. USAA Visa Credit Card,-1000
2019.10.31,1. Family Checking,-20.11
-,Automotive:Fuel: Nick,-20.11
2019.06.18,1. Family Checking,-72.92
-,Expenditures:General Merchandise,-72.92
2019.06.30,1. Family Checking,-10.28
-,Expenditures:Dining,-10.28
2019.11.01,1. Family Checking,-34.73
-,Expenditures:General Merchandise,-34.73
2019.10.17,1. Family Checking,33.06
-,Income:Paycheck,33.06
2019.06.08,1. Family Checking,-70.07
-,Expenditures:Groceries,-70.07
2019.09.13,1. Family Checking,2.8
-,Income:Returns,2.8
2019.07.01,1. Family Checking,-1.43
-,Expenditures:Dining,-1.43
2019.01.18,1. Family Checking,-20.25
-,Automotive:Fuel: Nick,-20.25
2019.08.02,1. Family Checking,-23.49
-,Automotive:Fuel: Nick,-23.49
2019.04.21,1. Family Checking,-22.18
-,Expenditures:Dining,-22.18
2019.10.19,1. Family Checking,-13.68
2019.02.14,1. Family Checking,-10.99
2019.08.30,1. Family Checking,-5.19
-,Expenditures:Dining,-5.19
2019.06.07,1. Family Checking,10
-,Income:Returns,10
2019.04.25,1. Family Checking,-15.75
-,Expenditures:Groceries,-15.75
2019.09.03,1. Family Checking,-1.99
-,Expenditures:Entertainment,-1.99
2019.09.29,1. Family Checking,-16.39
-,Expenditures:Groceries,-16.39
2019.04.01,1. Family Checking,-33.03
-,Expenditures:Home Improvement,-33.03
2019.08.19,1. Family Checking,36.84
-,Income:Returns,36.84
2019.11.29,1. Family Checking,-200
-,Automotive:Service: Nick,-200
2019.10.21,1. Family Checking,-26
-,Automotive:Fuel: Bethaney,-26
2019.09.07,1. Family Checking,-5.78
-,Expenditures:Dining,-5.78
2019.07.01,1. Family Checking,-11.38
-,Expenditures:Entertainment,-11.38
2019.12.20,1. Family Checking,-13.02
-,Education:Fees,-13.02
2019.10.22,1. Family Checking,-107.83
-,Expenditures:Groceries,-107.83
2019.02.18,1. Family Checking,-71.72
-,Expenditures:General Merchandise,-71.72
2019.12.03,1. Family Checking,-6.6
-,Expenditures:General Merchandise,-6.6
2019.10.19,1. Family Checking,-1.84
2019.04.17,1. Family Checking,-8.15
-,Expenditures:General Merchandise,-8.15
2019.11.28,1. Family Checking,-100
2019.04.05,1. Family Checking,3354.42
-,Income:Paycheck,3354.42
2019.11.20,1. Family Checking,3
2019.01.21,1. Family Checking,-20.04
-,Automotive:Fuel: Bethaney,-20.04
2019.11.24,1. Family Checking,-25.39
-,Expenditures:General Merchandise,-25.39
2019.05.02,1. Family Checking,-6.31
-,Expenditures:Dining,-6.31
2019.05.23,1. Family Checking,-15.95
-,Expenditures:General Merchandise,-15.95
2019.02.01,1. Family Checking,-101.17
2019.04.25,1. Family Checking,-55.06
-,Expenditures:General Merchandise,-55.06
2019.11.22,1. Family Checking,-162.03
-,Expenditures:Groceries,-162.03
2019.11.25,1. Family Checking,-12
-,Education:Fees,-12
2019.08.15,1. Family Checking,-8.63
-,Expenditures:Dining,-8.63
2019.07.21,1. Family Checking,-16.67
-,Expenditures:Dining,-16.67
2019.10.24,1. Family Checking,3
-,Income:Interest Received,3
2019.09.24,1. Family Checking,-10
2019.06.05,1. Family Checking,-301.52
2019.11.02,1. Family Checking,-314.81
-,Expenditures:Groceries,-314.81
2019.11.04,1. Family Checking,-3.58
-,Expenditures:Groceries,-3.58
2019.08.30,1. Family Checking,-89.96
-,Expenditures:General Merchandise,-89.96
2019.04.23,1. Family Checking,-35.49
-,Expenditures:Pet Care,-35.49
2019.07.22,1. Family Checking,6
-,Income:Interest Received,6
2019.04.22,1. Family Checking,3
2019.09.20,1. Family Checking,-63.15
-,Expenditures:General Merchandise,-63.15
2019.02.21,1. Family Checking,-3.81
-,Expenditures:Dining,-3.81
2019.12.27,1. Family Checking,-17.35
-,Expenditures:Dining,-17.35
2019.09.22,1. Family Checking,-8.94
-,Expenditures:Groceries,-8.94
2019.09.16,1. Family Checking,11.02
2019.01.28,1. Family Checking,-150
2019.04.23,1. Family Checking,-20.11
-,Expenditures:General Merchandise,-20.11
2019.01.10,1. Family Checking,-20
2019.12.20,1. Family Checking,-100
2019.08.24,1. Family Checking,-9.33
-,Expenditures:Dining,-9.33
2019.07.19,1. Family Checking,-21.45
-,Expenditures:General Merchandise,-21.45
2019.06.25,1. Family Checking,-4.49
-,Expenditures:Dining,-4.49
2019.05.03,1. Family Checking,-69.54
-,Expenditures:Groceries,-69.54
2019.07.29,1. Family Checking,-23.69
-,Automotive:Fuel: Nick,-23.69
2019.04.27,1. Family Checking,-6.99
-,Expenditures:General Merchandise,-6.99
2019.03.03,1. Family Checking,-7.36
-,Expenditures:General Merchandise,-7.36
2019.04.18,1. Family Checking,3353.4
2019.12.09,1. Family Checking,-5
-,Expenditures:General Merchandise,-5
2019.01.04,1. Family Checking,-7.16
-,Expenditures:Groceries,-7.16
2019.03.11,1. Family Checking,-26.28
2019.06.11,1. Family Checking,8.42
-,Income:Returns,8.42
2019.12.10,1. Family Checking,-5
2019.04.08,1. Family Checking,-23.43
-,Automotive:Fuel: Nick,-23.43
2019.06.30,1. Family Checking,-23
2019.09.20,1. Family Checking,63.15
-,Income:Returns,63.15
2019.03.10,1. Family Checking,-21.05
-,Expenditures:General Merchandise,-21.05
2019.04.17,1. Family Checking,-200
2019.09.09,1. Family Checking,11.02
2019.04.28,1. Family Checking,-34.86
-,Expenditures:Groceries,-34.86
2019.05.10,1. Family Checking,-311.17
-,Expenditures:Groceries,-311.17
2019.11.18,1. Family Checking,-1.58
2019.11.17,1. Family Checking,-38.37
-,Expenditures:General Merchandise,-38.37
2019.12.30,1. Family Checking,-100.53
-,Automotive:Insurance,-100.53
2019.09.08,1. Family Checking,-105.01
-,Expenditures:General Merchandise,-105.01
2019.03.24,1. Family Checking,-38.35
-,Expenditures:Home Improvement,-38.35
2019.05.11,1. Family Checking,-38.34
-,Expenditures:Groceries,-38.34
2019.08.16,1. Family Checking,-2.23
-,Expenditures:Dining,-2.23
2019.12.02,1. Family Checking,-63.93
-,Expenditures:Groceries,-63.93
2019.09.26,1. Family Checking,-47.79
2019.03.04,1. Family Checking,-20.03
-,Automotive:Fuel: Nick,-20.03
2019.04.15,1. Family Checking,-67.1
-,Expenditures:General Merchandise,-67.1
2019.11.09,1. Family Checking,-33
2019.08.07,1. Family Checking,-20.09
2019.04.25,1. Family Checking,-52
-,Expenditures: Subscriptions,-52
2019.12.10,1. Family Checking,-1000
-,Investments:TD Ameritrade,-1000
2019.07.05,1. Family Checking,-18.04
-,Automotive:Fuel: Nick,-18.04
2019.01.25,1. Family Checking,-66.39
-,Automotive:Service: Bethaney,-66.39
2019.12.20,1. Family Checking,-1.33
-,Expenditures:Dining,-1.33
2019.06.29,1. Family Checking,-20.19
-,Automotive:Fuel: Nick,-20.19
2019.09.14,1. Family Checking,-12.27
-,Expenditures:General Merchandise,-12.27
2019.01.11,1. Family Checking,-38.65
-,Expenditures:General Merchandise,-38.65
2019.11.18,1. Family Checking,4000
-,Income:Other Income,4000
2019.11.30,1. Family Checking,-10.48
-,Expenditures:General Merchandise,-10.48
2019.12.09,1. Family Checking,-3.17
-,Expenditures:General Merchandise,-3.17
2019.04.05,1. Family Checking,-301.52
2019.01.11,1. Family Checking,-8.04
-,Automotive:Fuel: Bethaney,-8.04
2019.02.04,1. Family Checking,-168.68
-,Bills:Electric,-168.68
2019.05.06,1. Family Checking,-46.1
-,Expenditures:General Merchandise,-46.1
2019.06.10,1. Family Checking,-6.98
-,Expenditures:Entertainment,-6.98
2019.12.14,1. Family Checking,-14.18
-,Expenditures:Dining,-14.18
2019.01.23,1. Family Checking,0.05
2019.10.14,1. Family Checking,-3.39
-,Expenditures:Dining,-3.39
2019.03.21,1. Family Checking,6
2019.12.14,1. Family Checking,-400
-,Automotive:Service: Nick,-400
2019.02.18,1. Family Checking,-5
-,Expenditures:General Merchandise,-5
2019.04.29,1. Family Checking,-2000
2019.08.04,1. Family Checking,-20.14
-,Automotive:Fuel: Nick,-20.14
2019.12.30,1. Family Checking,-2000
-,2. Family Savings,-2000
2019.06.11,1. Family Checking,-52.64
-,Expenditures:Pet Care,-52.64
2019.12.09,1. Family Checking,-2.58
-,Expenditures:Dining,-2.58
2019.01.11,1. Family Checking,-3.06
-,Expenditures:General Merchandise,-3.06
2019.10.28,1. Family Checking,1000
-,4. Antonio Savings,1000
2019.05.29,1. Family Checking,655.05
-,2. Family Savings,655.05
2019.08.08,1. Family Checking,-23
2019.06.09,1. Family Checking,-7.08
-,Expenditures:General Merchandise,-7.08
2019.06.15,1. Family Checking,-37.9
-,Expenditures:Groceries,-37.9
2019.09.02,1. Family Checking,-20.07
2019.12.26,1. Family Checking,-2000
-,Bills:Mortgage,-2000
2019.10.31,1. Family Checking,-28.21
-,Expenditures:Groceries,-28.21
2019.08.19,1. Family Checking,-3.99
-,Expenditures:General Merchandise,-3.99
2019.07.01,1. Family Checking,24.67
-,Income:Returns,24.67
2019.10.24,1. Family Checking,-14.19
-,Expenditures:General Merchandise,-14.19
2019.01.21,1. Family Checking,-15.3
-,Expenditures:Pet Care,-15.3
2019.08.05,1. Family Checking,-98.59
-,Bills:Water/Sewer,-98.59
2019.06.08,1. Family Checking,-10.4
-,Expenditures:General Merchandise,-10.4
2019.12.09,1. Family Checking,-14.12
-,Expenditures:General Merchandise,-14.12
2019.08.24,1. Family Checking,9
-,Income:Interest Received,9
2019.10.28,1. Family Checking,-10.48
2019.10.30,1. Family Checking,-27.9
-,Automotive:Fuel: Bethaney,-27.9
2019.09.09,1. Family Checking,-19.46
-,Automotive:Fuel: Nick,-19.46
2019.01.07,1. Family Checking,-600
-,1. USAA Visa Credit Card,-600
2019.09.12,1. Family Checking,-5.99
2019.06.22,1. Family Checking,-31.16
-,Expenditures:Home Improvement,-31.16
2019.11.22,1. Family Checking,-7.78
-,Expenditures:Dining,-7.78
2019.04.24,1. Family Checking,64.38
-,Income:Other Income,64.38
2019.12.05,1. Family Checking,-32.61
-,Expenditures:General Merchandise,-32.61
2019.05.06,1. Family Checking,-200
2019.04.26,1. Family Checking,-21.8
-,Expenditures:Dining,-21.8
2019.09.17,1. Family Checking,-14.03
-,Expenditures:General Merchandise,-14.03
2019.12.27,1. Family Checking,-12.6
-,Expenditures:General Merchandise,-12.6
2019.07.09,1. Family Checking,10.48
2019.02.25,1. Family Checking,-49.87
-,Expenditures:Groceries,-49.87
2019.12.14,1. Family Checking,-33.53
-,Expenditures:General Merchandise,-33.53
2019.04.01,1. Family Checking,-145.61
-,Bills:Electric,-145.61
2019.02.18,1. Family Checking,-18.79
2019.09.30,1. Family Checking,-19.26
-,Expenditures:General Merchandise,-19.26
2019.04.29,1. Family Checking,-74.95
2019.10.19,1. Family Checking,-32.6
-,Expenditures:General Merchandise,-32.6
2019.04.01,1. Family Checking,-6.24
-,Expenditures:Groceries,-6.24
2019.01.10,1. Family Checking,-23.3
-,Automotive:Fuel: Bethaney,-23.3
2019.03.19,1. Family Checking,-34.89
-,Expenditures:General Merchandise,-34.89
2019.06.29,1. Family Checking,-28.39
-,Expenditures:Home Improvement,-28.39
2019.09.15,1. Family Checking,-118.72
-,Expenditures:Groceries,-118.72
2019.11.06,1. Family Checking,-115
2019.09.12,1. Family Checking,-7.78
-,Expenditures:Groceries,-7.78
2019.12.15,1. Family Checking,-30.79
-,Expenditures:General Merchandise,-30.79
2019.08.28,1. Family Checking,-100
2019.04.22,1. Family Checking,-12.4
2019.05.11,1. Family Checking,-45.61
-,Expenditures:Home Improvement,-45.61
2019.05.01,1. Family Checking,-36.14
-,Expenditures:Groceries,-36.14
2019.03.04,1. Family Checking,-17.45
-,Expenditures:General Merchandise,-17.45
2019.09.23,1. Family Checking,-15.55
-,Expenditures:Groceries,-15.55
2019.01.14,1. Family Checking,-47.51
-,Expenditures:Groceries,-47.51
2019.08.20,1. Family Checking,-20.08
2019.08.04,1. Family Checking,-54.13
-,Education:Books,-54.13
2019.10.02,1. Family Checking,-29.7
-,Automotive:Fuel: Bethaney,-29.7
2019.10.29,1. Family Checking,-105.25
-,Expenditures:General Merchandise,-105.25
2019.03.29,1. Family Checking,-20
-,Education:Lunch Money,-20
2019.09.22,1. Family Checking,-57.86
-,Expenditures:General Merchandise,-57.86
2019.12.20,1. Family Checking,0.06
2019.12.20,1. Family Checking,-0.91
-,Expenditures:Groceries,-0.91
2019.10.17,1. Family Checking,3877.68
-,Income:Paycheck,3877.68
2019.05.20,1. Family Checking,-13.36
-,Expenditures:General Merchandise,-13.36
2019.07.28,1. Family Checking,-50.19
-,Credit Card:Pet Care,-50.19
2019.05.22,1. Family Checking,-17.11
2019.03.24,1. Family Checking,-34.57
-,Expenditures:Groceries,-34.57
2019.07.17,1. Family Checking,-14.99
-,Expenditures:Pet Care,-14.99
2019.03.23,1. Family Checking,-26.36
-,Expenditures:General Merchandise,-26.36
2019.12.30,1. Family Checking,-14.3
-,Expenditures:General Merchandise,-14.3
2019.08.28,1. Family Checking,41.76
-,Income:Paycheck,41.76
2019.10.23,1. Family Checking,45.82
-,Income:Paycheck,45.82
2019.05.27,1. Family Checking,-33.52
-,Expenditures:Pet Care,-33.52
2019.05.31,1. Family Checking,-25.11
-,Automotive:Fuel: Nick,-25.11
2019.12.10,1. Family Checking,20.88
-,Income:Other Income,20.88
2019.11.22,1. Family Checking,-11.63
-,Expenditures:Groceries,-11.63
2019.08.24,1. Family Checking,114.99
-,Income:Other Income,114.99
2019.02.05,1. Family Checking,-22.35
-,Automotive:Fuel: Nick,-22.35
2019.08.21,1. Family Checking,-36.78
-,Expenditures:Groceries,-36.78
2019.04.17,1. Family Checking,-200
2019.12.06,1. Family Checking,1000
-,Income:Other Income,1000
2019.12.12,1. Family Checking,-96.43
-,Expenditures:Groceries,-96.43
2019.01.04,1. Family Checking,-63.09
-,Expenditures:Pet Care,-63.09
2019.09.24,1. Family Checking,-21.47
-,Automotive:Fuel: Nick,-21.47
2019.05.01,1. Family Checking,-25
2019.10.25,1. Family Checking,-161.42
-,Expenditures:Groceries,-161.42
2019.09.20,1. Family Checking,-3.13
2019.02.14,1. Family Checking,-2.99
-,Expenditures:General Merchandise,-2.99
2019.07.14,1. Family Checking,-12.99
2019.10.15,1. Family Checking,-22.93
-,Expenditures:Groceries,-22.93
2019.08.02,1. Family Checking,-123.97
-,Expenditures:Groceries,-123.97
2019.07.07,1. Family Checking,-18.78
-,Expenditures:General Merchandise,-18.78
2019.07.09,1. Family Checking,-30.7
-,Expenditures:Groceries,-30.7
2019.01.07,1. Family Checking,-5.34
-,Work:Non-Reimbursed Expense,-5.34
2019.10.31,1. Family Checking,-1000
-,Investments:VA 529,-1000
2019.08.01,1. Family Checking,-125.25
-,Bills:Phone,-125.25
2019.06.25,1. Family Checking,-23.88
-,Automotive:Fuel: Nick,-23.88
2019.04.07,1. Family Checking,-16.8
-,Expenditures:Dining,-16.8
2019.08.28,1. Family Checking,-7.55
-,Expenditures:Groceries,-7.55
2019.09.15,1. Family Checking,-52.85
-,Expenditures:Groceries,-52.85
2019.02.17,1. Family Checking,-29.72
-,Expenditures:General Merchandise,-29.72
2019.10.19,1. Family Checking,-18.5
-,Automotive:Fuel: Nick,-18.5
2019.10.14,1. Family Checking,-21.13
-,Automotive:Fuel: Nick,-21.13
2019.05.24,1. Family Checking,-20
2019.06.03,1. Family Checking,15.37
-,Income:Returns,15.37
2019.11.22,1. Family Checking,-22.93
-,Expenditures:General Merchandise,-22.93
2019.10.17,1. Family Checking,-27.93
-,Expenditures:General Merchandise,-27.93
2019.10.28,1. Family Checking,-22.1
-,Expenditures:General Merchandise,-22.1
2019.11.17,1. Family Checking,-97.21
-,Expenditures:Groceries,-97.21
2019.06.07,1. Family Checking,-85.47
-,Expenditures:Groceries,-85.47
2019.06.21,1. Family Checking,-34.58
-,Expenditures:General Merchandise,-34.58
2019.06.05,1. Family Checking,-20.37
-,Automotive:Fuel: Nick,-20.37
2019.11.18,1. Family Checking,-6.31
2019.01.10,1. Family Checking,-11.2
-,Expenditures:General Merchandise,-11.2
2019.11.07,1. Family Checking,-104.72
-,Bills:Water/Sewer,-104.72
2019.10.26,1. Family Checking,-11.01
-,Expenditures:General Merchandise,-11.01
2019.12.14,1. Family Checking,4092.91
-,Income:Paycheck,4092.91
2019.07.26,1. Family Checking,-45.22
-,Expenditures:Groceries,-45.22
2019.05.25,1. Family Checking,-7.67
-,Expenditures:Dining,-7.67
2019.10.27,1. Family Checking,-12.35
-,Expenditures:General Merchandise,-12.35
2019.07.26,1. Family Checking,-24.31
-,Expenditures:Entertainment,-24.31
2019.05.22,1. Family Checking,-3.49
-,Expenditures:Dining,-3.49
2019.03.24,1. Family Checking,-20.14
2019.08.08,1. Family Checking,-30
-,Expenditures:Other,-30
2019.06.28,1. Family Checking,-1.7
2019.06.15,1. Family Checking,-34.83
-,Expenditures:General Merchandise,-34.83
2019.10.28,1. Family Checking,-100
2019.11.27,1. Family Checking,-15.28
-,Expenditures:Groceries,-15.28
2019.12.30,1. Family Checking,-20.12
-,Expenditures:General Merchandise,-20.12
2019.12.13,1. Family Checking,-1.75
-,Expenditures:Dining,-1.75
2019.11.29,1. Family Checking,-22.26
-,Expenditures:General Merchandise,-22.26
2019.01.30,1. Family Checking,-19.58
-,Work:Non-Reimbursed Expense,-19.58
2019.12.21,1. Family Checking,-1.86
-,Expenditures:General Merchandise,-1.86
2019.02.24,1. Family Checking,-38.63
-,Expenditures:Dining,-38.63
2019.10.15,1. Family Checking,-19.36
-,Expenditures:General Merchandise,-19.36
2019.08.15,1. Family Checking,-25
-,Education:Fees,-25
2019.09.13,1. Family Checking,-25.24
-,Education:Books,-25.24
2019.01.29,1. Family Checking,-2000
2019.06.23,1. Family Checking,-9.46
-,Expenditures:General Merchandise,-9.46
2019.10.26,1. Family Checking,-10.6
-,Expenditures:General Merchandise,-10.6
2019.04.27,1. Family Checking,-20.83
-,Automotive:Fuel: Nick,-20.83
2019.11.02,1. Family Checking,-59.24
-,Expenditures:Groceries,-59.24
2019.06.01,1. Family Checking,-23.73
-,Expenditures:Home Improvement,-23.73
2019.05.17,1. Family Checking,-12.77
-,Expenditures:Dining,-12.77
2019.07.05,1. Family Checking,11.02
2019.06.23,1. Family Checking,-29.47
-,Expenditures:General Merchandise,-29.47
2019.12.20,1. Family Checking,-1.7
2019.06.15,1. Family Checking,-32.84
-,Expenditures:Pet Care,-32.84
2019.10.15,1. Family Checking,-26.61
2019.01.14,1. Family Checking,-48.98
-,Bills:Cable,-48.98
2019.11.15,1. Family Checking,-14.76
-,Expenditures:Groceries,-14.76
2019.06.15,1. Family Checking,-160
-,Bills: HOA,-160
2019.12.02,1. Family Checking,-12.63
-,Expenditures:General Merchandise,-12.63
2019.05.20,1. Family Checking,-35.37
-,Expenditures:General Merchandise,-35.37
2019.10.03,1. Family Checking,3877.69
2019.04.12,1. Family Checking,-20.15
-,Automotive:Fuel: Nick,-20.15
2019.09.09,1. Family Checking,-5
-,Expenditures:ATM Withdrawal,-5
2019.10.30,1. Family Checking,-1000
2019.06.26,1. Family Checking,-16.35
-,Expenditures:General Merchandise,-16.35
2019.01.28,1. Family Checking,-21.23
-,Expenditures:Groceries,-21.23
2019.01.05,1. Family Checking,-44.28
-,Expenditures:Groceries,-44.28
2019.06.28,1. Family Checking,-9.54
-,Expenditures:Dining,-9.54
2019.10.10,1. Family Checking,-9.19
-,Expenditures:Groceries,-9.19
2019.09.30,1. Family Checking,-127.77
2019.09.07,1. Family Checking,-9.95
2019.12.20,1. Family Checking,-22.13
-,Automotive:Fuel: Nick,-22.13
2019.10.12,1. Family Checking,-20.11
-,Automotive:Fuel: Nick,-20.11
2019.10.31,1. Family Checking,3877.69
-,Income:Paycheck,3877.69
2019.10.05,1. Family Checking,-15.78
-,Expenditures:General Merchandise,-15.78
2019.10.02,1. Family Checking,-3.15
-,Automotive,-3.15
2019.11.04,1. Family Checking,-25.31
-,Automotive:Service: Nick,-25.31
2019.12.24,1. Family Checking,-11.79
-,Expenditures:Dining,-11.79
2019.07.23,1. Family Checking,-43
-,Expenditures:Dining,-43
2019.10.28,1. Family Checking,-25.09
-,Expenditures:General Merchandise,-25.09
2019.04.17,1. Family Checking,-10.4
-,Expenditures:General Merchandise,-10.4
2019.10.10,1. Family Checking,-22.19
-,Expenditures:Dining,-22.19
2019.12.02,1. Family Checking,-4.93
-,Expenditures:Groceries,-4.93
2019.04.17,1. Family Checking,-948.89
-,1. USAA Visa Credit Card,-948.89
2019.01.28,1. Family Checking,-21.06
-,Expenditures:Groceries,-21.06
2019.11.18,1. Family Checking,-34.69
-,Expenditures:Dining,-34.69
